Download1.13 android samsung_one,Upload1.13 android samsung_one,Rx % Drop A 1.13 android samsung_one,Rx % Drop B1.13 android samsung_one,RSSI 1.13 android samsung_one ,Tx-Rate 1.13 android samsung_one ,Rx-Rate 1.13 android samsung_one ,Bssid 1.13 android samsung_one ,Download1.9 android SamsungA22,Upload1.9 android SamsungA22,Rx % Drop A 1.9 android SamsungA22,Rx % Drop B1.9 android SamsungA22,RSSI 1.9 android SamsungA22 ,Tx-Rate 1.9 android SamsungA22 ,Rx-Rate 1.9 android SamsungA22 ,Bssid 1.9 android SamsungA22 ,Overall Download,Overall Upload,Overall Rx % Drop A,Overall Rx % Drop B,Iteration,TIMESTAMP,Start_time,End_time,Remaining_Time,Incremental_list,Angle,status
0.0,0.0,0.0,0.0,-31,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,03/09 11:29:25 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-31,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,03/09 11:29:26 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-31,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,03/09 11:29:27 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
9.9,0.0,0.0,0.0,-31,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,9.77,0.0,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.67,0.0,0.0,0.0,1,03/09 11:29:28 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
9.56,0.01,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,9.92,0.01,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.48,0.02,0.0,0.0,1,03/09 11:29:29 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
10.61,0.0,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,9.92,0.0,0.0,0.0,-36,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.53,0.0,0.0,0.0,1,03/09 11:29:30 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
10.0,0.0,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,10.24,0.0,0.0,0.0,-30,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,20.24,0.0,0.0,0.0,1,03/09 11:29:31 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
9.92,0.0,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,9.95,0.0,0.0,0.0,-30,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,19.87,0.0,0.0,0.0,1,03/09 11:29:32 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
9.97,0.01,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,9.97,0.0,0.0,0.0,-30,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,19.94,0.01,0.0,0.0,1,03/09 11:29:33 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
10.1,0.01,0.0,0.0,-30,65 Mbps,65 Mbps,B2:9C:25:69:F3:A1,10.12,0.0,0.0,0.0,-30,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,20.22,0.01,0.0,0.0,1,03/09 11:29:34 AM,03/09 11:29:18 AM,03/09 11:30:18 AM,<1 min,2,0,Running
