Time epoch,Time,Total-Station-Count,UL-Min-Requested,UL-Max-Requested,DL-Min-Requested,DL-Max-Requested,UL-Min-PDU,UL-Max-PDU,DL-Min-PDU,DL-Max-PDU,Attenuation,Name,Rx-Bps,Tx-Bps,Rx-Link-Rate,Tx-Link-Rate,RSSI,AP,Mode,MAC,Channel,Rx-Latency,Rx-Jitter,Ul-Rx-Goodput-bps,Ul-Rx-Rate-ll,Ul-Rx-Pkts-ll,Ul-Rx-Drop_Percent,Dl-Rx-Goodput-bps,Dl-Rx-Rate-ll,Dl-Rx-Pkts-ll,DL-Rx-Drop-Percent
1757075566,09_05_2025_18_02_46,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2537725,2433,3.459 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2652182,2748433,1728,0.0,0,0,0,0
1757075566,09_05_2025_18_02_46,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2537725,2433,3.459 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2652182,2748433,1728,0.0,0,0,0,0
1757075571,09_05_2025_18_02_51,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2473486,1626,3.459 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-189,0,2561544,2648717,2746,0.0,0,0,0,0
1757075571,09_05_2025_18_02_51,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2473486,1626,3.459 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-189,0,2561544,2648717,2746,0.0,0,0,0,0
1757075576,09_05_2025_18_02_56,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2439310,1604,5.765 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2501359,2581765,3773,0.0,0,0,0,0
1757075576,09_05_2025_18_02_56,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2439310,1604,5.765 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2501359,2581765,3773,0.0,0,0,0,0
1757075581,09_05_2025_18_03_01,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2439310,1604,5.765 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2492406,2571381,4830,0.0,0,0,0,0
1757075581,09_05_2025_18_03_01,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2439310,1604,5.765 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-188,0,2492406,2571381,4830,0.0,0,0,0,0
1757075586,09_05_2025_18_03_06,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2430584,1699,3.843 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-187,1,2483031,2559268,5876,0.0,0,0,0,0
1757075586,09_05_2025_18_03_06,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,1.17.wlan0,2430584,1699,3.843 Gbps,980 Mbps,-41 dBm,18:A9:ED:33:68:48,802.11abgn-BE 20 1x1,70:15:fb:0f:e8:b2,307,-187,1,2483031,2559268,5876,0.0,0,0,0,0
