Time epoch,Time,Total-Station-Count,UL-Min-Requested,UL-Max-Requested,DL-Min-Requested,DL-Max-Requested,UL-Min-PDU,UL-Max-PDU,DL-Min-PDU,DL-Max-PDU,Attenuation,Name,Rx-Bps,Tx-Bps,Rx-Link-Rate,Tx-Link-Rate,RSSI,AP,Mode,MAC,Channel,Rx-Latency,Rx-Jitter,Ul-Rx-Goodput-bps,Ul-Rx-Rate-ll,Ul-Rx-Pkts-ll,Ul-Rx-Drop_Percent,Dl-Rx-Goodput-bps,Dl-Rx-Rate-ll,Dl-Rx-Pkts-ll,DL-Rx-Drop-Percent
1758022515,09_16_2025_17_05_15,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,10817908,73019,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022515,09_16_2025_17_05_15,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,11913157,90186,144.4 Mbps,13 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022520,09_16_2025_17_05_20,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,12636309,99782,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022520,09_16_2025_17_05_20,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,12636309,99782,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022525,09_16_2025_17_05_25,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13473697,129588,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022525,09_16_2025_17_05_25,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13472293,138010,144.4 Mbps,19.5 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022530,09_16_2025_17_05_30,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13506173,147730,130 Mbps,19.5 Mbps,-56 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022530,09_16_2025_17_05_30,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13506173,147730,130 Mbps,19.5 Mbps,-56 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022535,09_16_2025_17_05_35,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13798607,157451,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022535,09_16_2025_17_05_35,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13798607,157451,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022540,09_16_2025_17_05_40,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14118000,159974,144.4 Mbps,19.5 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022540,09_16_2025_17_05_40,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14021731,159717,156 Mbps,13 Mbps,-56 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022545,09_16_2025_17_05_45,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13837364,164340,144.4 Mbps,13 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022545,09_16_2025_17_05_45,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13837364,164340,144.4 Mbps,13 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022550,09_16_2025_17_05_50,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13579761,174778,144.4 Mbps,13 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022550,09_16_2025_17_05_50,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13563879,179405,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022555,09_16_2025_17_05_55,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13810940,190496,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022555,09_16_2025_17_05_55,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13883341,188895,144.4 Mbps,13 Mbps,-58 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022561,09_16_2025_17_06_01,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13867100,190681,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022561,09_16_2025_17_06_01,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,13867100,190681,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022566,09_16_2025_17_06_06,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14094146,192999,11 Mbps,19.5 Mbps,-54 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022566,09_16_2025_17_06_06,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14192964,193394,144.4 Mbps,19.5 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022571,09_16_2025_17_06_11,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14200363,190025,144.4 Mbps,26 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
1758022571,09_16_2025_17_06_11,5,0,0,5000000,5000000,MTU,MTU,MTU,MTU,-1,1.1.sta2000,14300483,190250,144.4 Mbps,26 Mbps,-57 dBm,94:A6:7E:74:26:22,802.11bgn-AC 20 2x2,04:f0:21:89:74:f4,11,0,0,0,0,0,0,0,0,0,0
