TIMESTAMP,Bytes-rd,total urls,download_rate,rx_rate,tx_rate,RSSI
2025-10-27T14:25:35,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:25:41,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:25:46,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:25:52,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:25:57,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:02,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:08,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:13,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:19,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:24,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
2025-10-27T14:26:29,0.0,0,0,115.6 Mbps,144.4 Mbps,-18
