Time epoch,Time,Total-Station-Count,UL-Min-Requested,UL-Max-Requested,DL-Min-Requested,DL-Max-Requested,UL-Min-PDU,UL-Max-PDU,DL-Min-PDU,DL-Max-PDU,Attenuation,Name,Rx-Bps,Tx-Bps,Rx-Link-Rate,Tx-Link-Rate,RSSI,AP,Mode,MAC,Channel,Rx-Latency,Rx-Jitter,Ul-Rx-Goodput-bps,Ul-Rx-Rate-ll,Ul-Rx-Pkts-ll,Ul-Rx-Drop_Percent,Dl-Rx-Goodput-bps,Dl-Rx-Rate-ll,Dl-Rx-Pkts-ll,DL-Rx-Drop-Percent
1757075566,09_05_2025_18_02_46,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,429643,24354189,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075571,09_05_2025_18_02_51,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,436036,24831296,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075576,09_05_2025_18_02_56,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,436036,24831296,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075581,09_05_2025_18_03_01,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,562032,39456104,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075586,09_05_2025_18_03_06,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,668758,52400971,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075591,09_05_2025_18_03_11,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,668758,52400971,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075596,09_05_2025_18_03_16,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,790936,67109426,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075601,09_05_2025_18_03_21,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,887263,80772000,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075607,09_05_2025_18_03_27,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,1465248,153713639,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075612,09_05_2025_18_03_32,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,1465248,153713639,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075617,09_05_2025_18_03_37,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,1544223,168396019,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
1757075622,09_05_2025_18_03_42,20,0,0,10000000,10000000,MTU,MTU,MTU,MTU,-1,eth3,1623659,177133696,5 Gbps,5 Gbps,,,,90:e3:ba:01:3a:4b,[channel: 3],0,0,0,0,0,0,0,0,0,0
