Download1.13 android samsung_one,Upload1.13 android samsung_one,Rx % Drop A 1.13 android samsung_one,Rx % Drop B1.13 android samsung_one,RSSI 1.13 android samsung_one ,Tx-Rate 1.13 android samsung_one ,Rx-Rate 1.13 android samsung_one ,Bssid 1.13 android samsung_one ,Download1.9 android SamsungA22,Upload1.9 android SamsungA22,Rx % Drop A 1.9 android SamsungA22,Rx % Drop B1.9 android SamsungA22,RSSI 1.9 android SamsungA22 ,Tx-Rate 1.9 android SamsungA22 ,Rx-Rate 1.9 android SamsungA22 ,Bssid 1.9 android SamsungA22 ,Overall Download,Overall Upload,Overall Rx % Drop A,Overall Rx % Drop B,Iteration,TIMESTAMP,Start_time,End_time,Remaining_Time,Incremental_list,Angle,status
0.0,0.0,0.0,0.0,-32,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-28,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,02/09 09:09:39 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-32,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-28,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,02/09 09:09:40 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-32,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-28,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,02/09 09:09:41 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-28,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,02/09 09:09:42 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
0.0,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-28,78 Mbps,78 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,1,02/09 09:09:43 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.0,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,0.0,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.0,0.0,0.0,0.0,1,02/09 09:09:44 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.96,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.04,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.0,0.0,0.0,0.0,1,02/09 09:09:45 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.96,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.94,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.9,0.0,0.0,0.0,1,02/09 09:09:46 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.02,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.12,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.14,0.0,0.0,0.0,1,02/09 09:09:47 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.08,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.99,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.07,0.0,0.0,0.0,1,02/09 09:09:48 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.63,0.01,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.18,0.01,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,18.81,0.02,0.0,0.0,1,02/09 09:09:50 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.34,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.84,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,21.18,0.0,0.0,0.0,1,02/09 09:09:51 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.97,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.9,0.0,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.87,0.0,0.0,0.0,1,02/09 09:09:52 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.97,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.16,0.0,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.13,0.0,0.0,0.0,1,02/09 09:09:53 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.03,0.01,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.16,0.01,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.19,0.02,0.0,0.0,1,02/09 09:09:54 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.98,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.26,0.0,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.24,0.0,0.0,0.0,1,02/09 09:09:55 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.9,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.56,0.0,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.46,0.0,0.0,0.0,1,02/09 09:09:56 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.09,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.94,0.0,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.03,0.0,0.0,0.0,1,02/09 09:09:57 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.54,0.01,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.7,0.01,0.0,0.0,-38,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.24,0.02,0.0,0.0,1,02/09 09:09:58 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.31,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.51,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.82,0.0,0.0,0.0,1,02/09 09:09:59 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.16,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.01,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.17,0.0,0.0,0.0,1,02/09 09:10:00 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.97,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.95,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.92,0.0,0.0,0.0,1,02/09 09:10:01 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.97,0.01,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.05,0.01,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.02,0.02,0.0,0.0,1,02/09 09:10:02 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.0,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.94,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.94,0.0,0.0,0.0,1,02/09 09:10:03 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.96,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.94,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,19.9,0.0,0.0,0.0,1,02/09 09:10:04 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.07,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.06,0.0,0.0,0.0,-37,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,20.13,0.0,0.0,0.0,1,02/09 09:10:05 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.79,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.59,0.0,0.0,0.0,-37,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,19.38,0.0,0.0,0.0,1,02/09 09:10:06 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.67,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.4,0.0,0.0,0.0,-37,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,20.07,0.0,0.0,0.0,1,02/09 09:10:07 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
10.53,0.01,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,9.98,0.01,0.0,0.0,-37,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,20.51,0.02,0.0,0.0,1,02/09 09:10:08 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
9.96,0.0,0.0,0.0,-33,86 Mbps,86 Mbps,B2:9C:25:69:F3:A1,10.02,0.0,0.0,0.0,-37,72 Mbps,72 Mbps,B2:9C:25:69:F3:A1,19.98,0.0,0.0,0.0,1,02/09 09:10:09 PM,02/09 09:09:32 PM,02/09 09:10:32 PM,<1 min,2,0,Running
